url_len,url_num_hyphens_dom,url_num_dom_token,url_path_len,url_filename_len,url_longest_dom_token_len,url_average_dom_token_len,url_domain_len,url_hostname_len,url_num_dots,url_num_underscores,url_num_equals,url_num_slashes,url_num_dash,url_num_semicolon,url_num_at,url_num_percent,url_num_plus,url_query_len,url_num_query_para,url_ip_present,url_entropy,url_count_consonants,url_num_digits,url_chinese_present,url_port,url_has_https,url_has_ip_address,url_num_subdomains,url_has_suspicious_words,url_length_category,url_has_port_in_url,url_num_special_chars,url_num_params,url_num_fragments,url_starts_with_www,url_is_shortened,url_has_email,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('div'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),html_num_tags('small'),html_num_tags('span'),html_num_tags('input'),html_num_tags('applet'),html_num_tags('img'),html_num_tags('video'),html_num_tags('audio'),repu
41,0,3,17,11,9,4.666666666666667,16,16,2,1,0,4,0,0,0,0,0,0,0,0,4.277926089825635,21,0,0,80,1,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,40,1,1,1,77,0,31,6,0,3,0,0,benign
61,1,2,27,8,23,13.0,27,27,4,0,0,5,2,0,0,0,0,0,0,0,3.897732936442479,29,0,0,80,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,13,1,1,1,7,0,0,4,0,10,0,0,malicious
29,0,3,9,8,5,3.6666666666666665,13,13,10,0,0,3,0,0,0,0,0,0,0,0,3.3155997553620353,15,0,0,80,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,12,0,5,0,0,malicious
37,0,3,6,5,15,7.0,23,23,2,0,0,3,0,0,0,0,0,0,0,0,4.208924987016683,25,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,11,1,1,1,2,0,1,5,0,1,0,0,malicious
36,0,3,5,4,15,7.0,23,23,2,0,0,3,0,0,0,0,0,0,0,0,4.384795487373134,23,1,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,11,1,1,1,2,0,1,5,0,1,0,0,malicious
37,0,2,1,0,25,14.0,29,29,1,0,0,3,0,0,0,0,0,0,0,0,3.9492049741940667,19,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,41,1,1,1,18,0,1,13,0,4,0,0,malicious
45,0,2,27,0,7,5.0,11,11,1,0,0,6,0,0,0,0,0,0,0,0,4.280090318263435,26,0,0,80,0,0,0,1,0,0,1,0,0,0,0,0,0,47,0,0,64,1,1,10,25,0,33,73,0,10,0,0,malicious
65,0,2,37,16,7,5.0,11,11,2,0,1,6,0,0,0,0,0,9,1,0,4.413085367888027,37,1,0,80,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,70,1,1,1,12,0,16,3,0,4,0,0,malicious
36,2,3,1,0,19,8.333333333333334,27,27,2,0,0,3,2,0,0,0,0,0,0,0,4.2527152789797045,20,1,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,24,0,0,174,1,1,5,219,0,34,22,0,31,0,0,malicious
36,2,2,1,0,23,13.0,27,27,1,0,0,3,2,0,0,0,0,0,0,0,3.974937501201927,19,0,0,80,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,46,1,1,1,19,0,1,13,0,4,0,0,malicious
