url_len,url_num_hyphens_dom,url_num_dom_token,url_path_len,url_filename_len,url_longest_dom_token_len,url_average_dom_token_len,url_domain_len,url_hostname_len,url_num_dots,url_num_underscores,url_num_equals,url_num_slashes,url_num_dash,url_num_semicolon,url_num_at,url_num_percent,url_num_plus,url_query_len,url_num_query_para,url_ip_present,url_entropy,url_count_consonants,url_num_digits,url_chinese_present,url_port,url_has_https,url_has_ip_address,url_num_subdomains,url_has_suspicious_words,url_length_category,url_has_port_in_url,url_num_special_chars,url_num_params,url_num_fragments,url_starts_with_www,url_is_shortened,url_has_email,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('div'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),html_num_tags('small'),html_num_tags('span'),html_num_tags('input'),html_num_tags('applet'),html_num_tags('img'),html_num_tags('video'),html_num_tags('audio'),repu
35,0,3,6,5,13,6.333333333333333,21,21,2,0,0,3,0,0,0,0,0,0,0,0,3.7614457889184743,22,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,13,1,1,0,2,0,0,0,0,0,0,0,benign
61,0,3,36,16,9,5.0,17,17,2,0,0,5,3,0,0,0,0,0,0,0,4.184778428316691,32,4,0,80,1,0,1,0,1,0,1,0,0,1,0,0,3,122,0,0,598,1,1,1,359,0,308,44,0,105,0,0,benign
70,0,2,44,34,14,8.5,18,18,1,0,0,4,4,0,0,0,0,0,0,0,4.405780118172192,41,0,0,80,1,0,0,0,1,0,1,0,0,0,0,0,0,61,0,0,156,1,1,10,80,0,58,16,0,21,0,0,benign
67,0,3,22,13,8,5.666666666666667,19,19,2,2,1,4,1,0,0,0,0,18,1,0,4.58708047508761,40,0,0,80,0,0,1,0,1,0,2,1,0,0,0,0,4,24,0,0,162,1,1,2,310,0,114,12,0,14,0,0,benign
69,0,3,38,29,14,7.0,23,23,3,0,0,4,4,0,0,0,0,0,0,0,4.205622645964433,39,0,0,80,1,0,1,0,1,0,1,0,0,0,0,0,0,7,0,0,30,1,1,1,63,1,7,3,0,1,0,0,benign
37,0,5,9,0,6,3.4,21,21,4,0,0,4,0,0,0,0,0,0,0,0,3.864198297769022,19,0,0,80,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,benign
127,0,3,78,0,23,13.0,41,41,2,0,0,8,7,0,0,0,0,0,0,0,4.500584734086982,68,6,0,80,1,0,1,1,2,0,1,0,0,0,0,0,0,25,0,0,42,1,1,3,79,0,52,9,0,4,0,0,benign
23,0,2,4,0,7,5.0,11,11,1,0,0,4,0,0,0,0,0,0,0,0,3.5013978254341027,12,0,0,80,1,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,53,1,1,2,73,0,23,2,0,36,0,0,benign
22,0,4,1,0,3,2.75,14,14,3,0,0,3,0,0,0,0,0,0,0,0,3.5039975273348483,13,0,0,80,0,0,2,0,0,0,1,0,0,1,0,0,0,35,0,0,297,1,1,3,104,0,138,17,0,25,0,0,benign
112,0,3,88,87,9,4.666666666666667,16,16,2,0,0,3,12,0,0,0,0,0,0,0,4.560953919248272,58,6,0,80,1,0,1,0,2,0,1,0,0,0,0,0,2,49,0,0,197,1,1,5,123,0,45,54,0,17,0,0,benign
